short_name,long_name,nationality_name,overall,age,player_positions,club_name,cluster,cluster_name,pace,shooting,passing,dribbling,defending,physic
Silas,Silas Katompa-Mvumpa,Congo DR,74,26,"RM, RW, ST",VfB Stuttgart,4,Pacey Dribbler II,90.0,69.0,61.0,79.0,52.0,71.0
W. Weghorst,Wout François Maria Weghorst,Netherlands,78,32,ST,Ajax,2,Deep Playmaker,54.0,78.0,62.0,68.0,57.0,87.0
M. Coulibaly,Mamadou Coulibaly,Senegal,67,26,CM,Südtirol,2,Deep Playmaker,77.0,61.0,65.0,68.0,66.0,76.0
N. Lavanchy,Numa Lavanchy,Switzerland,70,31,"RB, RM",FC Sion,2,Deep Playmaker,79.0,61.0,64.0,69.0,63.0,71.0
I. Sulemana,Ibrahim Sulemana Kakari,Ghana,71,22,"CDM, CM",Bologna,2,Deep Playmaker,71.0,62.0,64.0,68.0,70.0,70.0
Y. Kayan,Yalçın Kayan,Türkiye,69,26,"CM, CDM, CAM",Eyüpspor,2,Deep Playmaker,68.0,68.0,67.0,68.0,64.0,68.0
W. Saliba,William Alain André Gabriel Saliba,France,87,24,CB,Arsenal,2,Deep Playmaker,77.0,39.0,68.0,72.0,87.0,83.0
F. Medina,Facundo Axel Medina,Argentina,79,26,"CB, LB, LM",Olympique de Marseille,2,Deep Playmaker,74.0,44.0,70.0,72.0,79.0,81.0
A. Morelos,Alfredo José Morelos Aviléz,Colombia,75,29,ST,Atlético Nacional,4,Pacey Dribbler II,70.0,75.0,66.0,71.0,43.0,81.0
Hugo Álvarez,Hugo Álvarez Antúnez,Spain,76,21,"LM, RM, LW",RC Celta,4,Pacey Dribbler II,72.0,68.0,73.0,76.0,63.0,60.0
Claudio Coíntra,Claudio Nuno Coíntra Calegari,Brazil,77,29,"CAM, CM",Palmeiras,4,Pacey Dribbler II,79.0,73.0,76.0,78.0,27.0,61.0
M. Del Blanco,Mateo Del Blanco,Argentina,71,21,"LB, CM, LM",Club Atlético Unión,2,Deep Playmaker,81.0,64.0,65.0,69.0,64.0,68.0
M. Rojo,Faustino Marcos Alberto Rojo,Argentina,75,35,CB,Racing Club,2,Deep Playmaker,53.0,60.0,66.0,63.0,74.0,77.0
D. Haspolat,Doğucan Haspolat,Türkiye,74,25,"CDM, CM",KVC Westerlo,2,Deep Playmaker,63.0,56.0,70.0,72.0,68.0,70.0
J. Allen,Jamie Paul Allen,England,68,30,"CM, CAM, CDM",Coventry City,2,Deep Playmaker,75.0,61.0,66.0,69.0,65.0,71.0
G. Berterame,Germán Berterame,Mexico,78,26,"ST, LW",,4,Pacey Dribbler II,77.0,79.0,68.0,75.0,34.0,73.0
W. Montoya,Walter Iván Alexis Montoya,Argentina,69,31,"CM, CDM, RM",Godoy Cruz,2,Deep Playmaker,76.0,62.0,68.0,70.0,60.0,72.0
R. Pukštas,Rokas Pukštas,United States,68,20,"CM, CAM",Hajduk Split,2,Deep Playmaker,68.0,66.0,62.0,71.0,61.0,69.0
İ. Köybaşı,İsmail Köybaşı,Türkiye,67,35,"LB, LM",Göztepe SK,2,Deep Playmaker,71.0,64.0,68.0,71.0,61.0,65.0
A. Hamdallah,Abderrazak Hamdallahعبد الرزاق حمد الله,Morocco,79,34,"ST, CAM",Al Shabab,4,Pacey Dribbler II,59.0,80.0,70.0,78.0,31.0,78.0
J. King,Joshua Christian Kojo King,Norway,74,33,"ST, LM, LW",Al Khaleej,4,Pacey Dribbler II,76.0,74.0,70.0,75.0,38.0,74.0
F. Cervi,Franco Emanuel Cervi,Argentina,74,31,"LM, LW",RC Celta,4,Pacey Dribbler II,82.0,66.0,71.0,76.0,55.0,50.0
W. Anton,Waldemar AntonРипцов-Антон Владимир Александрович,Germany,82,28,CB,Borussia Dortmund,2,Deep Playmaker,69.0,47.0,67.0,66.0,84.0,84.0
Gorrotxa,Jon Gorrotxategi Etxaniz,Spain,73,23,"CDM, CM",Real Sociedad,2,Deep Playmaker,72.0,59.0,66.0,69.0,71.0,79.0
E. Kroupi,Eli Junior Eric Anat Kroupi,France,74,19,ST,AFC Bournemouth,4,Pacey Dribbler II,80.0,74.0,68.0,78.0,47.0,57.0
K. Volland,Kevin Volland,Germany,70,32,"ST, CAM",TSV 1860 München,2,Deep Playmaker,68.0,70.0,70.0,70.0,45.0,74.0
Stoichkov,Juan Diego Molina Martínez,Spain,71,31,"ST, CAM, LM",RC Deportivo de La Coruña,4,Pacey Dribbler II,71.0,73.0,67.0,72.0,46.0,73.0
L. Nmecha,Lukas Okechukwu Nmecha,Germany,76,26,ST,Leeds United,4,Pacey Dribbler II,74.0,76.0,66.0,75.0,40.0,76.0
K. Onisiwo,Karim Onisiwo,Austria,72,33,ST,FC Red Bull Salzburg,2,Deep Playmaker,72.0,70.0,63.0,71.0,50.0,83.0
D. Bojanić,Darijan Bojanić,Sweden,73,30,"CM, CDM",Ulsan HD FC,2,Deep Playmaker,47.0,63.0,75.0,72.0,62.0,72.0
Carles Gil,Carles Gil de Pareja Vicent,Spain,79,32,"CAM, RM, CM",New England Revolution,4,Pacey Dribbler II,70.0,71.0,80.0,79.0,38.0,62.0
L. O'Brien,Lewis John O'Brien,England,72,26,"CM, CDM, CB",Wrexham,2,Deep Playmaker,66.0,62.0,66.0,75.0,69.0,72.0
Borja Sainz,Borja Sainz Eguskiza,Spain,75,24,"LW, LM",FC Porto,4,Pacey Dribbler II,81.0,75.0,68.0,79.0,45.0,63.0
Vesga,Mikel Vesga Arruti,Spain,74,32,"CDM, CM",Athletic Club,2,Deep Playmaker,40.0,74.0,69.0,64.0,73.0,78.0
T. Chalobah,Trevoh Thomas Chalobah,England,79,25,"CB, RB, RM",Chelsea,2,Deep Playmaker,66.0,53.0,69.0,70.0,80.0,78.0
C. Huerta,César Saúl Huerta Valera,Mexico,73,24,"LW, LM, RW",RSC Anderlecht,4,Pacey Dribbler II,84.0,68.0,68.0,75.0,48.0,70.0
Arturo Inálcio,Arturo Adolfo Inálcio Dutra,Brazil,78,25,"CM, CAM",Flamengo,4,Pacey Dribbler II,83.0,72.0,75.0,78.0,52.0,48.0
O. Wijndal,Owen Colin Wijndal,Netherlands,72,25,"LB, LM",Ajax,2,Deep Playmaker,78.0,54.0,70.0,71.0,67.0,70.0
T. Ducrocq,Tom Ducrocq,France,70,25,"CDM, CM",Sporting Club Bastia,2,Deep Playmaker,74.0,60.0,65.0,68.0,69.0,71.0
Pol Lirola,Pol Mikel Lirola Kosok,Spain,73,27,"RB, CB",Olympique de Marseille,2,Deep Playmaker,72.0,61.0,69.0,69.0,69.0,66.0
Song Min Kyu,Min-kyu Song송민규,Korea Republic,70,25,"LM, LW, ST",Jeonbuk Hyundai Motors,4,Pacey Dribbler II,80.0,69.0,66.0,69.0,38.0,77.0
K. Van Den Kerkhof,Kevin Daniel Guitoun Van Den Kerkhof,Algeria,70,29,"RM, RB",Royal Charleroi Sporting Club,2,Deep Playmaker,81.0,65.0,64.0,68.0,63.0,74.0
M. Tel,Mathys Henri Tel,France,77,20,"ST, LW, CAM",Tottenham Hotspur,4,Pacey Dribbler II,86.0,80.0,67.0,78.0,29.0,64.0
Hugo Sotelo,Hugo Sotelo Gómez,Spain,73,21,"CM, CDM",RC Celta,2,Deep Playmaker,69.0,66.0,70.0,72.0,67.0,67.0
A. Smith,Adam James Smith,England,73,34,"RB, RM",AFC Bournemouth,2,Deep Playmaker,60.0,59.0,70.0,70.0,73.0,68.0
T. Deniz,Tunay Deniz,Germany,67,31,"CDM, CM, CAM",TSV 1860 München,2,Deep Playmaker,72.0,64.0,68.0,68.0,62.0,68.0
A. Djiku,Alexander Kwabena Baidoo Djiku,Ghana,77,30,"CB, CDM",,2,Deep Playmaker,73.0,44.0,66.0,68.0,77.0,80.0
N. Irankunda,Nestory Irankunda,Australia,67,19,"RM, ST, LM, RW",Watford,4,Pacey Dribbler II,88.0,70.0,62.0,70.0,43.0,74.0
A. Zendejas,Alejandro Zendejas Saavedra,United States,76,27,"RM, RW, LM",,4,Pacey Dribbler II,85.0,68.0,70.0,80.0,52.0,67.0
C. Souaré,Cheick Oumar Souaré,France,71,22,"LM, LB, LW",Viktoria Plzeň,2,Deep Playmaker,76.0,63.0,67.0,72.0,63.0,69.0
K. Sano,Kodai Sano佐野 航大,Japan,71,21,"CDM, LM, CM",NEC Nijmegen,2,Deep Playmaker,67.0,61.0,70.0,73.0,65.0,65.0
E. Forsberg,Emil Peter Forsberg,Sweden,79,33,"CAM, LM, CM",New York Red Bulls,4,Pacey Dribbler II,64.0,73.0,81.0,80.0,35.0,61.0
B. Lennon,Brooks Howard Lennon,United States,70,27,"RB, RM",Atlanta United,2,Deep Playmaker,73.0,62.0,71.0,66.0,64.0,71.0
G. Rodríguez,Guido Rodríguez,Argentina,77,31,"CDM, CM",West Ham United,2,Deep Playmaker,45.0,58.0,70.0,69.0,77.0,75.0
L. Walsh,Liam Walsh,England,69,27,"CM, CDM, CAM, CB",Luton Town,2,Deep Playmaker,62.0,63.0,70.0,73.0,59.0,65.0
Gonzalo Villar,Gonzalo Villar del Fraile,Spain,72,27,"CM, CDM, CAM",Dinamo Zagreb,2,Deep Playmaker,55.0,60.0,72.0,73.0,69.0,69.0
L. Rodríguez,Luciano Rodríguez Rosales,Uruguay,74,21,"RW, RM, ST",NEOM SC,4,Pacey Dribbler II,83.0,75.0,63.0,78.0,37.0,71.0
A. Gigović,Armin Gigović,Bosnia and Herzegovina,72,23,"CM, CAM",BSC Young Boys,2,Deep Playmaker,65.0,61.0,70.0,74.0,60.0,74.0
M. Abline,Matthis Abline,France,76,22,"ST, RW, RM",FC Nantes,4,Pacey Dribbler II,87.0,76.0,67.0,81.0,33.0,64.0
R. Araujo,Ronald Federico Araújo da Silva,Uruguay,83,26,"CB, RB",FC Barcelona,1,Defensive Anchor,80.0,53.0,63.0,61.0,81.0,83.0
G. Ávalos,Gabriel Ávalos Stumpfs,Paraguay,75,34,"ST, CAM",Independiente,2,Deep Playmaker,67.0,75.0,63.0,73.0,45.0,84.0
R. Fellhauer,Robin Fellhauer,Germany,73,27,"CDM, CM",FC Augsburg,2,Deep Playmaker,80.0,58.0,67.0,70.0,70.0,75.0
J. Paintsil,Joseph Martin Paintsil,Ghana,76,27,"LM, RM, LW",LA Galaxy,4,Pacey Dribbler II,90.0,70.0,68.0,80.0,35.0,67.0
A. Jung,Anthony Jung,Germany,72,33,"CB, LB, LM",SC Freiburg,2,Deep Playmaker,62.0,62.0,65.0,65.0,73.0,75.0
Álex Calatrava,Álex Calatrava Torrado,Spain,71,25,"RM, CM, RW",CD Castellón,2,Deep Playmaker,72.0,66.0,70.0,69.0,61.0,62.0
Pubill,Marc Pubill Pagés,Spain,73,22,"RB, RM",Atlético Madrid,2,Deep Playmaker,79.0,55.0,66.0,71.0,69.0,78.0
M. Olivera,Mathías Olivera Miramontes,Uruguay,78,27,LB,Napoli,2,Deep Playmaker,70.0,51.0,69.0,72.0,77.0,73.0
Hugo Guillamón,Hugo Guillamón Sanmartín,Spain,72,25,"CM, CDM, CB",Hajduk Split,2,Deep Playmaker,52.0,64.0,67.0,71.0,75.0,70.0
D. Sidibé,Djibril Sidibé,France,74,32,"CB, RB, RM",Toulouse FC,2,Deep Playmaker,63.0,55.0,69.0,67.0,76.0,73.0
G. Mensah,Gideon Mensah,Ghana,74,26,"LB, LM",AJ Auxerre,2,Deep Playmaker,76.0,57.0,65.0,72.0,68.0,67.0
C. Domínguez,Cecilio Andrés Domínguez Ruiz,Paraguay,73,30,"LM, RM, ST, LW",Cerro Porteño,4,Pacey Dribbler II,79.0,71.0,69.0,74.0,44.0,70.0
U. Sánchez,Ulises Benjamín Sánchez,Argentina,73,27,"RM, CM, RW",Belgrano de Córdoba,4,Pacey Dribbler II,78.0,65.0,74.0,72.0,59.0,61.0
B. Raman,Benito Dirk Raman,Belgium,73,30,"ST, RM, RW",KV Mechelen,4,Pacey Dribbler II,87.0,73.0,67.0,73.0,34.0,64.0
F. Farías,Facundo Hernán Farías,Argentina,72,22,"ST, CAM",Estudiantes de La Plata,4,Pacey Dribbler II,84.0,71.0,65.0,77.0,39.0,70.0
J. Larsson,Johan Erik Larsson,Sweden,66,35,"RB, RM",IF Elfsborg,2,Deep Playmaker,63.0,63.0,68.0,65.0,62.0,71.0
A. Maier,Arne Maier,Germany,74,26,"CM, RM, CDM, CAM",FC Augsburg,2,Deep Playmaker,65.0,62.0,73.0,74.0,68.0,73.0
L. Godoy,Leonardo Ezequiel Godoy,Argentina,74,30,"RB, RM",Independiente,2,Deep Playmaker,86.0,57.0,63.0,70.0,68.0,78.0
T. Noslin,Tijjani Noslin,Netherlands,74,25,"ST, RM, LM, RW",Lazio,4,Pacey Dribbler II,78.0,73.0,66.0,77.0,43.0,67.0
Iñigo Vicente,Iñigo Vicente Elorduy,Spain,75,27,"LM, CAM, LW",Racing Santander,4,Pacey Dribbler II,80.0,68.0,74.0,75.0,47.0,63.0
J. Bogle,Jayden Ian Bogle,England,75,24,"RB, RM",Leeds United,2,Deep Playmaker,81.0,55.0,70.0,75.0,70.0,70.0
A. Mille,Antoine Mille,France,69,27,"CAM, CM, ST",ESTAC Troyes,2,Deep Playmaker,68.0,66.0,70.0,69.0,56.0,71.0
M. Hartel,Marcel Hartel,Germany,75,29,"CM, CAM, LM",St. Louis CITY SC,4,Pacey Dribbler II,72.0,70.0,74.0,79.0,43.0,61.0
João Mendes,João Sabino Mendes Neto Saraiva,Portugal,73,30,"CAM, LW, CM",Kayserispor,2,Deep Playmaker,69.0,72.0,71.0,73.0,56.0,68.0
K. Tete,Kenny Joelle Tete,Netherlands,77,29,"RB, RM",Fulham FC,2,Deep Playmaker,73.0,47.0,67.0,69.0,76.0,76.0
Álex Pozo,Alejandro Pozo Pozo,Spain,71,26,"RB, RM",Jagiellonia Białystok,4,Pacey Dribbler II,73.0,64.0,68.0,74.0,67.0,53.0
L. Assignon,Lorenz Assignon,France,76,25,"RB, RM, RW",VfB Stuttgart,2,Deep Playmaker,76.0,53.0,64.0,73.0,73.0,73.0
A. Sima,Abdallah Dipo Sima,Senegal,74,24,"LM, LW",RC Lens,4,Pacey Dribbler II,87.0,74.0,66.0,73.0,41.0,72.0
J. Hoilett,David Junior Wayne Hoilett,Canada,69,35,"LM, RM, CAM, LW",Hibernian,2,Deep Playmaker,72.0,66.0,67.0,72.0,57.0,65.0
Endrick,Endrick Felipe Moreira de Sousa,Brazil,77,18,"ST, RW",Real Madrid,4,Pacey Dribbler II,87.0,77.0,62.0,78.0,30.0,68.0
T. Foket,Thomas Foket,Belgium,69,30,"RB, RM",RSC Anderlecht,2,Deep Playmaker,67.0,57.0,67.0,68.0,67.0,72.0
A. Trezza,Alfonso Trezza Hernández,Uruguay,71,26,"RM, LM, ST, RW",FC Arouca,4,Pacey Dribbler II,88.0,70.0,61.0,72.0,50.0,68.0
G. Giménez,Gastón Claudio Giménez,Paraguay,70,33,"CDM, CM",Cerro Porteño,2,Deep Playmaker,61.0,59.0,67.0,70.0,65.0,80.0
Y. Barbet,Yoann Barbet,France,70,32,CB,Al Riyadh,2,Deep Playmaker,68.0,52.0,68.0,66.0,69.0,76.0
M. Crooks,Matt Davidson Rider Crooks,England,69,31,"CAM, CM",Hull City,2,Deep Playmaker,55.0,68.0,65.0,66.0,67.0,83.0
B. Gilmour,Billy Clifford Gilmour,Scotland,74,24,"CM, CDM",Napoli,2,Deep Playmaker,60.0,58.0,74.0,76.0,69.0,58.0
A. Kalimuendo,Arnaud Kalimuendo Muinga,France,78,23,ST,Nottingham Forest,4,Pacey Dribbler II,80.0,80.0,63.0,78.0,29.0,71.0
T. Fernández,Thiago Cruz Fernández,Argentina,74,21,"LM, LW",Vélez Sarsfield,4,Pacey Dribbler II,84.0,67.0,68.0,78.0,52.0,55.0
G. Doué,Guéla Doué,Côte d'Ivoire,77,22,"RB, CB, RM",RC Strasbourg Alsace,2,Deep Playmaker,72.0,47.0,70.0,72.0,74.0,78.0
I. Bayesh,Ibrahim Bayesh Kamil Al Kaabawiإبراهيم بايش,Iraq,68,25,"LM, RM, ST, LW",Al Riyadh,2,Deep Playmaker,79.0,67.0,60.0,69.0,58.0,75.0
D. Jones,DeJuan Lytelle Jones,United States,71,28,"LB, LM, RM",San Jose Earthquakes,2,Deep Playmaker,82.0,57.0,65.0,70.0,66.0,75.0
S. Castro,Santiago Tomás Castro,Argentina,76,20,ST,Bologna,4,Pacey Dribbler II,79.0,75.0,62.0,75.0,40.0,68.0
J. Kitolano,Joshua Gaston Kitolano,Norway,69,23,"CM, CDM",Sparta Rotterdam,2,Deep Playmaker,78.0,58.0,64.0,72.0,64.0,74.0
A. Jašić,Adis Jašić,Austria,71,22,"RB, RM",Al Ain,2,Deep Playmaker,79.0,60.0,64.0,66.0,65.0,74.0
P. Capelle,Pierrick Capelle,France,70,38,"CDM, CM",Angers SCO,2,Deep Playmaker,44.0,71.0,72.0,69.0,67.0,60.0
Denis Suárez,Denis Suárez Fernández,Spain,74,31,"CM, LM, CAM, LW",Deportivo Alavés,2,Deep Playmaker,55.0,70.0,77.0,75.0,63.0,52.0
O. Brynhildsen,Ola Brynhildsen,Norway,70,26,ST,FK Bodø/Glimt,4,Pacey Dribbler II,84.0,70.0,63.0,72.0,50.0,69.0
S. Posch,Stefan Posch,Austria,79,28,"RB, RM",Como,2,Deep Playmaker,75.0,55.0,68.0,66.0,80.0,74.0
F. Mancuello,Federico Andrés Mancuello,Argentina,72,36,"CAM, CM, CDM",Independiente,2,Deep Playmaker,62.0,67.0,77.0,74.0,55.0,61.0
Manu García,Manuel García Alonso,Spain,74,27,"CAM, CM, LM",Sporting Kansas City,4,Pacey Dribbler II,77.0,69.0,73.0,76.0,40.0,57.0
L. Bertone,Leonardo Bertone,Switzerland,69,31,"CDM, CM",FC Thun,2,Deep Playmaker,66.0,66.0,68.0,66.0,64.0,73.0
N. Eliasson,Niclas Eliasson Santana,Sweden,76,29,"RM, LM, RW",AEK Athens,4,Pacey Dribbler II,87.0,67.0,73.0,77.0,41.0,65.0
F. Lejeune,Florian Grégoire Claude Lejeune,France,78,34,CB,Rayo Vallecano,2,Deep Playmaker,49.0,61.0,67.0,65.0,78.0,78.0
F. Bjørkan,Fredrik André Bjørkan,Norway,74,26,"LB, LM",FK Bodø/Glimt,2,Deep Playmaker,81.0,53.0,65.0,72.0,68.0,75.0
B. Cufré,Braian Ezequiel Cufré,Argentina,68,28,"LB, LM, LW",Central Cordoba SdE,2,Deep Playmaker,74.0,63.0,66.0,66.0,63.0,74.0
F. Maouassa,Christ-Emmanuel Faitout Maouassa,France,69,26,"LB, LM",AS Nancy Lorraine,2,Deep Playmaker,72.0,63.0,66.0,71.0,67.0,68.0
B. Hollerbach,Benedict Hollerbach,Germany,77,24,"ST, CAM, LM",1. FSV Mainz 05,4,Pacey Dribbler II,85.0,76.0,66.0,79.0,28.0,77.0
A. Ndiaye,Amath Ndiaye Diedhiou,Senegal,72,28,"LM, RM, ST, LW",Real Valladolid CF,4,Pacey Dribbler II,85.0,70.0,67.0,74.0,49.0,63.0
J. Otero,Juan Ferney Otero Tovar,Colombia,73,30,"ST, RM, CAM",Real Sporting de Gijón,4,Pacey Dribbler II,88.0,73.0,67.0,73.0,31.0,76.0
Luisinho Conradi,Luisinho Lúcio Conradi Andrade,Brazil,71,25,"LB, LM",Fortaleza,2,Deep Playmaker,69.0,56.0,66.0,74.0,68.0,70.0
J. Chávez,Jhoanner Stalin Chávez Quintero,Ecuador,72,23,"LB, LM",RC Lens,4,Pacey Dribbler II,85.0,60.0,66.0,72.0,66.0,67.0
H. Van Der Bruggen,Hannes Van Der Bruggen,Belgium,70,32,"CM, CDM, CB",Cercle Brugge KSV,2,Deep Playmaker,40.0,62.0,70.0,68.0,68.0,71.0
N. Aguerd,Nayef Aguerdنايف أكرد,Morocco,81,29,CB,Olympique de Marseille,2,Deep Playmaker,72.0,50.0,67.0,65.0,82.0,77.0
B. Diakité,Bafodé Diakité,France,79,24,CB,AFC Bournemouth,2,Deep Playmaker,72.0,46.0,65.0,71.0,79.0,80.0
E. Cabrera,Elías Lautaro Cabrera,Argentina,68,22,"CAM, LM, ST, CM",Tigre,2,Deep Playmaker,70.0,66.0,66.0,75.0,60.0,63.0
J. Mišić,Josip Mišić,Croatia,70,31,"CDM, CM",Dinamo Zagreb,2,Deep Playmaker,69.0,62.0,73.0,62.0,64.0,73.0
I. Louza,Imrân Louzaعمران لوزا,Morocco,73,26,"CM, CDM",Watford,2,Deep Playmaker,60.0,66.0,72.0,74.0,62.0,64.0
L. Agoumé,Lucien Jefferson Agoume,France,75,23,"CDM, CM, CB",Sevilla FC,2,Deep Playmaker,67.0,54.0,70.0,73.0,72.0,75.0
C. Jander,Caspar Jander,Germany,73,22,"CM, CAM, CDM",Southampton,2,Deep Playmaker,65.0,55.0,73.0,73.0,63.0,72.0
D. Upamecano,Dayotchanculle Oswald Upamecano,France,85,26,CB,FC Bayern München,2,Deep Playmaker,77.0,45.0,64.0,73.0,84.0,84.0
K. Haugen,Kristoffer Haugen,Norway,71,31,"LB, LM",Viking FK,2,Deep Playmaker,80.0,60.0,65.0,65.0,65.0,74.0
L. Ramazani,Largie Ramazani,Belgium,74,24,"LM, RM, ST, LW",Valencia CF,4,Pacey Dribbler II,89.0,69.0,67.0,76.0,41.0,64.0
Adama Traoré,Adama Traoré Diarra,Spain,76,29,"RM, RW",Fulham FC,4,Pacey Dribbler II,94.0,65.0,67.0,81.0,37.0,82.0
M. Braunöder,Matthias Braunöder,Austria,69,23,"CM, CDM",SSC Bari,4,Pacey Dribbler II,76.0,57.0,69.0,72.0,63.0,57.0
T. Gulliksen,Tobias Fjeld Gulliksen,Norway,72,21,"CAM, LM, CM",SK Rapid,4,Pacey Dribbler II,79.0,66.0,67.0,77.0,53.0,69.0
Andrés Martín,Andrés Martín García,Spain,74,25,"RM, LM, RW",Racing Santander,4,Pacey Dribbler II,82.0,72.0,72.0,73.0,35.0,67.0
C. Witzig,Christian Witzig,Switzerland,70,24,"CM, CAM, RW",FC St.Gallen 1879,2,Deep Playmaker,68.0,65.0,70.0,72.0,61.0,69.0
Luimo Boas Santos,Luan Vágner Boas Macedo,Brazil,79,25,ST,Bahia,4,Pacey Dribbler II,83.0,79.0,65.0,81.0,28.0,64.0
P. Hellebrand,Patrik Hellebrand,Czechia,70,26,"CM, CDM",Górnik Zabrze,2,Deep Playmaker,71.0,62.0,69.0,68.0,63.0,68.0
C. Ünder,Cengiz Ünder,Türkiye,76,27,"RW, RM",Beşiktaş JK,4,Pacey Dribbler II,77.0,74.0,76.0,78.0,38.0,56.0
Cristian Gutiérrez,Cristian Gutiérrez Vizcaíno,Spain,70,24,"LB, LM",UD Las Palmas,4,Pacey Dribbler II,81.0,62.0,67.0,69.0,63.0,64.0
E. Nwaneri,Ethan Chidiebere Nwaneri,England,76,18,"RW, CM, RM",Arsenal,4,Pacey Dribbler II,82.0,70.0,74.0,78.0,50.0,54.0
Heitorsinho Padilha,Heitor Padilha Alves,Brazil,74,29,"LB, LM",Botafogo,2,Deep Playmaker,81.0,57.0,65.0,75.0,69.0,72.0
J. Dompé,Jean-Luc Mamadou Diarra Dompé,France,75,29,"LW, LM",Hamburger SV,4,Pacey Dribbler II,77.0,72.0,73.0,80.0,38.0,56.0
N. Mendy,Nampalys Mendy,Senegal,73,33,"CDM, CM",Watford,2,Deep Playmaker,55.0,54.0,69.0,73.0,73.0,67.0
M. Batshuayi,Michy Batshuayi-Atunga,Belgium,77,31,ST,Eintracht Frankfurt,4,Pacey Dribbler II,74.0,78.0,64.0,75.0,36.0,74.0
T. Leoni,Théo Leoni,Belgium,72,25,"CM, CDM, CAM",Stade de Reims,2,Deep Playmaker,69.0,67.0,72.0,71.0,63.0,66.0
Altimira,Sergi Altimira Clavell,Spain,77,23,"CDM, CM",Real Betis Balompié,2,Deep Playmaker,60.0,63.0,70.0,72.0,75.0,72.0
A. Arslan,Ahmet Metin Arslan,Germany,68,31,"CAM, CM, ST",Rot-Weiss Essen,2,Deep Playmaker,66.0,69.0,67.0,71.0,57.0,67.0
S. Dahl,Samuel Elias Dahl,Sweden,73,22,"LB, LM",SL Benfica,2,Deep Playmaker,83.0,51.0,68.0,75.0,65.0,69.0
Ki Sung Yueng,Sung-yueng Ki기성용 寄诚庸,Korea Republic,70,36,"CM, CDM",Pohang Steelers,2,Deep Playmaker,52.0,61.0,73.0,64.0,62.0,74.0
L. Gooch,Lynden Jack Gooch,United States,68,29,"RB, LB, LM, RM",Huddersfield Town,2,Deep Playmaker,78.0,61.0,62.0,67.0,63.0,74.0
M. Cafaro,Mathieu Cafaro,France,73,28,"LM, RM, LW",Paris FC,4,Pacey Dribbler II,74.0,68.0,70.0,75.0,47.0,65.0
K. Matsuki,Kuryu Matsuki松木 玖生,Japan,67,22,"CM, CAM, ST",Southampton,2,Deep Playmaker,73.0,65.0,65.0,71.0,58.0,70.0
B. Ocampo,Brian Alexis Ocampo Ferreira,Uruguay,70,26,"LM, LW",Cádiz CF,4,Pacey Dribbler II,82.0,66.0,68.0,70.0,47.0,67.0
Gorosabel,Andoni Gorosabel Espinosa,Spain,77,28,"RB, RM",Athletic Club,2,Deep Playmaker,78.0,48.0,70.0,73.0,74.0,67.0
T. Mohr,Tobias Mohr,Germany,69,29,"LM, LB, LW",Standard de Liège,4,Pacey Dribbler II,79.0,64.0,68.0,69.0,56.0,68.0
Andy,José Andrés Rodríguez Gaitán,Spain,68,35,"CM, CDM",NorthEast United,2,Deep Playmaker,52.0,65.0,69.0,66.0,65.0,74.0
Rômulo,Rômulo José Cardoso da Cruz,Brazil,76,23,"ST, LW, CAM",RB Leipzig,4,Pacey Dribbler II,82.0,75.0,63.0,75.0,35.0,78.0
A. Matusiwa,Azor Matusiwa,Netherlands,76,27,"CDM, CM, CB",Ipswich Town,2,Deep Playmaker,57.0,53.0,67.0,70.0,74.0,78.0
M. Lanzini,Manuel Lanzini,Argentina,74,32,"CAM, LW, CM",Vélez Sarsfield,4,Pacey Dribbler II,68.0,68.0,75.0,78.0,51.0,49.0
L. Blanco,Lautaro Emanuel Blanco,Argentina,75,26,"LB, LM",Boca Juniors,2,Deep Playmaker,78.0,49.0,70.0,72.0,68.0,75.0
Fábio Ronaldo,Fábio Ronaldo Costa Conceição,Portugal,68,24,"LW, LM, LB",Motor Lublin,4,Pacey Dribbler II,82.0,66.0,62.0,70.0,62.0,61.0
D. Bocanegra,Daniel Eduardo Bocanegra Ortiz,Colombia,71,38,CB,América de Cali,2,Deep Playmaker,64.0,55.0,68.0,64.0,70.0,76.0
H. Picard,Hugo Picard,France,71,22,"LM, LW",Columbus Crew,4,Pacey Dribbler II,78.0,67.0,69.0,74.0,54.0,54.0
T. Antalyalı,Taylan Antalyalı,Türkiye,69,30,"CM, CDM",Çaykur Rizespor,2,Deep Playmaker,67.0,64.0,67.0,67.0,67.0,74.0
Bremer,Gleison Bremer Silva Nascimento,Brazil,85,28,CB,Juventus,1,Defensive Anchor,82.0,50.0,58.0,66.0,86.0,80.0
E. Leopold,Enzo Leopold,Germany,73,24,"CM, CDM",Hannover 96,2,Deep Playmaker,68.0,58.0,70.0,76.0,64.0,69.0
B. Borrello,Brandon Joel Gaetano Borrello,Australia,70,29,"ST, RM, CAM",Western Sydney Wanderers,4,Pacey Dribbler II,73.0,70.0,66.0,71.0,43.0,77.0
Jailson Caeiro,Jailson Michel Caeiro Meireles,Brazil,75,29,"RB, RM",Cruzeiro,2,Deep Playmaker,70.0,53.0,63.0,72.0,74.0,69.0
A. Kendouci,Ahmed Kendouci,Algeria,71,26,"CM, RW, CAM",FC Lugano,2,Deep Playmaker,73.0,71.0,68.0,73.0,63.0,62.0
